0	12	308600
0	13	95000
0	15	204900
0	20	40700
0	21	292100
0	22	6200
0	23	99800
0	24	400
0	25	225600
0	26	61800
0	27	105200
0	28	99800
0	29	198000
0	30	101000
0	31	318000
0	32	71100
0	33	527600
0	34	20000
0	35	271700
0	36	86200
0	37	123500
0	38	331200
0	39	5700
0	40	216900
0	42	338200
0	44	488300
0	46	544900
0	48	773000
0	50	1058700
0	51	3500
0	52	784800
0	53	272200
0	54	291200
0	55	632300
0	56	1600
0	57	473300
0	59	246100
0	61	203100
0	63	217600
0	65	48400
0	66	80700
0	67	193200
0	69	43800
0	6	999500
0	70	47500
0	71	39600
0	72	20400
0	73	44700
0	83	265900
0	8	56400
0	9	83000
10	13	61000
10	15	444900
10	20	330500
10	21	33100
10	22	429900
10	23	666400
10	24	179800
10	25	7900
10	27	109200
10	28	56900
10	29	219200
10	30	50600
10	31	323200
10	32	41700
10	33	141600
10	34	139100
10	35	245600
10	36	9900
10	37	11700
10	38	113000
10	39	49600
10	40	257800
10	42	280000
10	44	194300
10	46	442600
10	48	404100
10	50	300800
10	52	187100
10	53	80800
10	54	47600
10	55	71400
10	56	200
10	57	32500
10	59	3500
10	61	1300
10	63	4600
10	65	100
10	66	900
10	67	8100
10	70	100
10	83	8700
10	9	26000
11	10	138000
11	11	119200
11	13	479000
11	15	698500
11	17	241900
11	18	42700
11	19	123000
11	21	135700
11	22	122200
11	23	189600
11	24	105300
11	25	81200
11	26	105500
11	27	489200
11	28	7300
11	29	10400
11	30	200
11	31	69300
11	33	226400
11	34	4200
11	35	132300
11	36	32500
11	37	63200
11	38	214000
11	39	3700
11	40	82100
11	42	190100
11	44	301600
11	46	303600
11	48	511600
11	50	817200
11	51	2000
11	52	1149200
11	53	113900
11	54	113000
11	55	185400
11	56	300
11	57	164000
11	59	78700
11	61	26800
11	63	22300
11	65	4700
11	66	16800
11	67	20900
11	69	1800
11	70	10000
11	71	7200
11	72	3200
11	73	7200
11	80	700
11	83	119300
11	8	254600
11	9	133100
12	11	18700
12	12	104200
12	15	16100
12	21	5600
12	23	36600
12	27	300
12	28	4700
12	29	64400
12	30	5900
12	31	15700
12	32	59700
12	33	168300
12	35	13400
12	36	3800
12	37	12600
12	38	13500
12	40	75300
12	42	76400
12	44	124100
12	46	108100
12	48	194400
12	50	189800
12	52	156300
12	53	32800
12	54	31600
12	55	105500
12	56	2800
12	57	41700
12	59	4900
12	61	9100
12	63	1700
12	65	100
12	66	1500
12	67	7300
12	69	800
12	70	7400
12	71	7900
12	72	2300
12	73	3500
12	83	13500
12	9	32400
13	10	6300
13	11	359700
13	12	48600
13	13	292000
13	15	299800
13	20	43500
13	21	114000
13	22	88400
13	23	267700
13	25	102600
13	27	122900
13	28	48200
13	29	28400
13	30	99200
13	31	139400
13	32	92300
13	33	198400
13	34	35900
13	35	66200
13	36	8300
13	37	159500
13	38	189500
13	39	13000
13	40	198800
13	42	194400
13	44	277900
13	46	353800
13	48	468300
13	4	145800
13	50	567800
13	52	702300
13	53	189500
13	54	189500
13	55	315800
13	56	5200
13	57	246400
13	59	110500
13	61	107400
13	63	69400
13	65	14000
13	66	24700
13	67	68300
13	69	14700
13	6	271200
13	70	23500
13	71	11500
13	72	4300
13	7	59800
13	83	80600
13	8	97300
13	9	94900
14	11	73800
14	12	900700
14	13	809600
14	15	35100
14	19	171300
14	20	88800
14	21	84800
14	23	27500
14	24	25400
14	25	2400
14	28	103200
14	29	506800
14	30	105400
14	31	87200
14	33	108800
14	34	18200
14	35	168100
14	36	57300
14	37	82600
14	38	215100
14	39	55700
14	40	94900
14	42	64700
14	44	142000
14	46	182700
14	48	358800
14	4	11900
14	50	265500
14	52	117500
14	53	47600
14	54	64400
14	55	100900
14	56	3700
14	57	81900
14	59	38300
14	61	22600
14	63	9900
14	66	3700
14	67	3900
14	6	279200
14	70	300
14	71	200
14	72	1700
14	73	300
14	83	11800
15	10	131300
15	11	703000
15	12	411200
15	13	820300
15	15	959000
15	17	44200
15	18	56600
15	19	1300
15	20	153200
15	21	328000
15	22	10400
15	23	168200
15	24	1500
15	25	147500
15	26	197000
15	27	298800
15	28	317200
15	29	362200
15	30	168200
15	31	563700
15	32	56900
15	33	536300
15	34	26900
15	35	213000
15	36	28900
15	37	127100
15	38	160300
15	39	2600
15	40	265700
15	42	373500
15	44	586800
15	46	771600
15	48	1400200
15	4	285600
15	50	1871300
15	51	200
15	52	2782500
15	53	619200
15	54	606300
15	55	1028800
15	56	11900
15	57	864700
15	59	470100
15	61	313100
15	63	288100
15	65	58200
15	66	113800
15	67	239800
15	68	400
15	69	40900
15	6	1109500
15	70	57400
15	71	52000
15	72	47500
15	73	100100
15	7	276800
15	83	468800
15	8	7000
15	9	173800
17	10	38600
17	11	203500
17	12	100200
17	13	291700
17	15	567600
17	17	125200
17	18	2100
17	19	13700
17	20	52300
17	21	118400
17	22	12100
17	23	200
17	25	281000
17	26	42100
17	27	78900
17	28	321600
17	29	343800
17	2	126000
17	30	144300
17	31	107800
17	32	39400
17	33	241900
17	34	13400
17	35	164700
17	36	14300
17	37	42900
17	38	55400
17	39	900
17	40	93100
17	42	120600
17	44	205600
17	46	253200
17	48	351300
17	4	33600
17	50	669300
17	51	900
17	52	1058200
17	53	151600
17	54	174500
17	55	282000
17	57	146400
17	59	92800
17	61	36800
17	63	54800
17	65	14100
17	66	23900
17	67	33400
17	69	12700
17	70	10500
17	71	6000
17	72	3400
17	73	10600
17	7	96400
17	83	57800
17	8	133800
17	9	427500
18	29	600
19	10	1200
19	11	5800
19	12	6600
19	13	66500
19	15	230400
19	17	102700
19	18	58500
19	19	143500
19	20	182000
19	21	101600
19	23	7600
19	24	3200
19	25	232200
19	26	2200
19	27	300
19	28	15000
19	29	214500
19	2	10500
19	30	201300
19	31	281300
19	32	21800
19	33	161300
19	34	11000
19	35	55600
19	36	7600
19	37	33500
19	38	37400
19	40	133500
19	42	61600
19	44	90400
19	46	166900
19	48	197200
19	50	206400
19	52	181700
19	53	36400
19	54	36800
19	55	95200
19	57	67900
19	59	22500
19	61	10200
19	63	13500
19	65	800
19	66	1600
19	67	4800
19	69	100
19	70	1800
19	71	8700
19	72	7200
19	73	6700
19	7	429700
19	83	14800
19	8	41300
1	10	733500
1	11	918200
1	12	1355000
1	13	386300
1	15	1316700
1	17	314400
1	18	387000
1	19	386200
1	20	93600
1	21	4600
1	22	98500
1	23	399500
1	24	240100
1	25	643700
1	26	238400
1	27	568500
1	28	712700
1	29	662900
1	30	368100
1	31	1493400
1	32	461400
1	33	1272400
1	34	357300
1	35	1214900
1	36	381700
1	37	806400
1	38	698500
1	39	212700
1	40	615200
1	41	3800
1	42	714400
1	44	443100
1	46	526100
1	48	1417700
1	50	2060300
1	51	200
1	52	1614100
1	53	535200
1	54	587700
1	55	1137200
1	56	3300
1	57	984700
1	59	659200
1	61	478900
1	63	453200
1	65	84500
1	66	177500
1	67	371300
1	69	88300
1	70	120000
1	71	98900
1	72	60400
1	73	121200
1	77	2300
1	79	1000
1	83	773800
1	8	1133200
1	9	202500
20	13	41500
20	15	7600
20	17	234400
20	18	26800
20	19	96500
20	20	145400
20	21	277500
20	33	160300
20	34	1600
20	35	1400
20	46	4300
20	48	2800
20	6	30700
20	7	142400
21	17	100
21	20	200
21	23	37600
21	25	2000
21	39	6500
21	40	44100
21	42	100900
21	44	117600
21	46	117000
21	48	37200
21	50	34900
21	52	6300
21	53	500
21	54	800
21	55	21300
21	57	1600
22	10	46200
22	13	32300
22	15	220900
22	17	2900
22	18	166800
22	19	80900
22	20	31500
22	21	218500
22	22	59200
22	23	37600
22	24	28500
22	25	28700
22	26	1500
22	27	102900
22	28	142100
22	29	110600
22	30	122500
22	31	200700
22	32	18600
22	33	41800
22	34	1400
22	35	89000
22	36	39400
22	37	22200
22	38	60500
22	39	2500
22	40	130300
22	42	152200
22	44	124700
22	46	116100
22	48	312200
22	4	2800
22	50	601100
22	51	100
22	52	701500
22	53	75700
22	54	91300
22	55	174400
22	57	121500
22	59	64900
22	61	24700
22	63	23000
22	65	4900
22	66	8100
22	67	17800
22	69	600
22	6	53000
22	70	3100
22	71	2300
22	73	2000
22	7	68700
22	83	28500
23	10	187400
23	11	213400
23	12	193400
23	13	165400
23	15	613300
23	17	1500
23	18	2500
23	19	98100
23	20	208300
23	21	781900
23	22	185600
23	23	651600
23	24	195700
23	25	81700
23	26	143400
23	27	310800
23	28	239400
23	29	121700
23	30	92800
23	31	281300
23	32	61500
23	33	252600
23	34	7000
23	35	89300
23	36	900
23	37	32600
23	38	137500
23	39	17100
23	40	191700
23	42	389200
23	44	312300
23	46	359900
23	48	437900
23	4	67500
23	50	609100
23	51	1500
23	52	546600
23	53	161200
23	54	149400
23	55	270900
23	56	600
23	57	239000
23	59	93800
23	61	65900
23	63	45500
23	65	11100
23	66	31800
23	67	41000
23	69	3900
23	6	151100
23	70	16000
23	71	16700
23	72	20100
23	73	63500
23	77	100
23	78	900
23	7	118700
